WORDNO,WORD
13172,"."
13173,"stalopi"
13174,"."
13175,"genties"
13176,"šitai"
13177,"aš"
13178,"eimi"
13179,"tavęspi"
13180,"Viešpatie"
13181,","
13182,"idant"
13183,"man"
13184,"gera"
13185,"būtų"
13186,"ižgi"
13187,"dovanos"
13188,"tavos"
13189,","
13190,"kurią"
13191,"pazopostijai"
13192,"grynam"
13193,"žmogui"
13194,","
13195,"saldybei"
13196,"tavo"
13197,"."
13198,"Dieve"
13199,"šitai"
13200,"tavimpi"
13201,"yra"
13202,"visa"
13203,","
13204,"ko"
13205,"geisti"
13206,","
13207,"ir"
13208,"trokšti"
13209,"turiu"
13210,","
13211,"ir"
13212,"galiu"
13213,"."
13214,"tu"
13215,"išganymu"
13216,"ir"
13217,"atvadavimu"
13218,"manu"
13219,"-"
13220,"paduksiu"
13221,","
13222,"ir"
13223,"galybe"
13224,","
13225,"pagerbimu"
13226,"ir"
13227,"liaupse"
13228,"esi"
13229,"."
13230,"įlinksmink"
13231,"šią"
13232,"dieną"
13233,"dūšią"
13234,"tarno"
13235,"tavo"
13236,","
13237,"nes"
13238,"tavęspi"
13239,"Viešpatie"
13240,"Jėzau"
13241,"dūšią"
13242,"mano"
13243,"pakėliau"
13244,"."
13245,"geidžiu"
13246,"tavęs"
13247,"namuosna"
13248,"savuosna"
13249,"priimti"
13250,"idant"
13251,"nupelnyčiau"
13252,"su"
13253,"Zacheušu"
13254,"nuo"
13255,"gi"
13256,"tavęs"
13257,"būti"
13258,"palaimintu"
13259,","
13260,"ir"
13261,"tarp"
13262,"sūnų"
13263,"Abromo"
13264,"būti"
13265,"paskaitytu"
13266,"."
13267,"dūšia"
13268,"mana"
13269,"kūno"
13270,"tavo"
13271,"geidžia"
13272,","
13273,"širdis"
13274,"mana"
13275,"trokšta"
13276,"būti"
13277,"su"
13278,"tavimi"
13279,"pataikinai"
13280,"."
13281,"priima"
13282,"suvieninta"
13283,"."
13284,"paduok"
13285,"man"
13286,"pats"
13287,"save"
13288,","
13289,"ir"
13290,"pakaks"
13291,"man"
13292,"šito"
13293,"."
13294,"nesa"
13295,"be"
13296,"tavęs"
13297,"visoks"
13298,"palinksminimas"
13299,"niekam"
13300,"ne"
13301,"derąs"
13302,"yra"
13303,","
13304,"be"
13305,"tavęs"
13306,"niekas"
13307,"esmi"
13308,","
13309,"ir"
13310,"be"
13311,"atlankymo"
13312,"tavo"
13313,"gyventi"
13314,"negaliu"
13315,"daryk"
13316,"gi"
13317,"taip"
13318,"su"
13319,"manimi"
13320,"maloniausias"
13321,"Jėzau"
13322,"kuris"
13323,"drin"
13324,"palinksminimo"
13325,"ištikimųjų"
13326,","
13327,"sakramente"
13328,"pasilikti"
13329,"teikeisi"
13330,","
13331,"kaip"
13332,"nekadai"
13333,"sakydamas"
13334,"žmonėms"
13335,","
13336,"ir"
13337,"sveikindamas"
13338,"tūleriopas"
13339,"ligas"
13340,"ir"
13341,","
13342,"pasakyti"
13343,"teikeisi"
13344,"-"
13345,"ne"
13346,"noriu"
13347,"jų"
13348,"alkanų"
13349,"paleist"
13350,"į"
13351,"gi"
13352,"namus"
13353,"savus"
13354,"idant"
13355,"ne"
13356,"pailstų"
13357,"ant"
13358,"kelio"
13359,"."
13360,"nesa"
13361,"tu"
13362,"esi"
13363,"saldusis"
13364,"pasotinimas"
13365,"dūšios"
13366,","
13367,"ik"
13368,"kolei"
13369,"peregrinavoja"
13370,"žmogus"
13371,"nuo"
13372,"gi"
13373,"tavęs"
13374,","
13375,"kūne"
13376,"mirštančiame"
13377,"-"
13378,"o"
13379,"kuris"
13380,"tave"
13381,"vertai"
13382,"priimtų"
13383,","
13384,"bendrininku"
13385,","
13386,"ir"
13387,"tėvainiu"
13388,"gana"
13389,"."
13390,"viernųjų"
13391,"."
13392,"Mt"
13393,"15"
13394,"-"
13395,"32"
13396,"-"
13397,"nepristoktų"
13398,"."
13399,"keliauja"
13400,"bus"
13401,"amžinose"
13402,"liaupsėse"
13403,"."
13404,"o"
13405,"stebuklingas"
13406,"apie"
13407,"mus"
13408,"tavo"
13409,"numylėjimo"
13410,"susimylimas"
13411,","
13412,"jog"
13413,"tu"
13414,"Viešpatie"
13415,"Dieve"
13416,","
13417,"sutvėrėjau"
13418,"ir"
13419,"atgydytojau"
13420,"visų"
13421,"dvasių"
13422,","
13423,"teikiesi"
13424,"ateiti"
13425,"labai"
13426,"grynospi"
13427,"dūšiospi"
13428,","
13429,"su"
13430,"visa"
13431,"deivyste"
13432,"ir"
13433,"žmogyste"
13434,"tavo"
13435,","
13436,"pasotina"
13437,"alkanumą"
13438,"jos"
13439,"."
13440,"o"
13441,"laimi"
13442,"labai"
13443,"tai"
13444,"yra"
13445,"širdis"
13446,","
13447,"ir"
13448,"palaiminta"
13449,"dūšia"
13450,","
13451,"kuri"
13452,"tave"
13453,"Viešpatį"
13454,"Dievą"
13455,"savą"
13456,","
13457,"nupelno"
13458,"priimti"
13459,"o"
13460,"tame"
13461,"priėmime"
13462,","
13463,"dvasiška"
13464,"linksmybe"
13465,"būti"
13466,"papildyta"
13467,"-"
13468,"o"
13469,"kaip"
13470,"didį"
13471,"priima"
13472,"Viešpatį"
13473,"-"
13474,"kaip"
13475,"malonų"
13476,"čestavoja"
13477,"draugą"
13478,"?"
13479,"kaip"
13480,"ištikimą"
13481,"ima"
13482,"gentį"
13483,","
13484,"kaip"
13485,"švankų"
13486,"ir"
13487,"stiprios"
13488,"širdies"
13489,"myluoja"
13490,","
13491,"ir"
13492,"glapsto"
13493,"jaunikį"
13494,","
13495,"ant"
13496,"visų"
13497,"mieliausią"
13498,"ir"
13499,"ant"
13500,"visų"
13501,"daiktų"
13502,","
13503,"kurie"
13504,"turi"
13505,"bursininką"
13506,"."
13507,"gražų"
13508,"."
13509,"apsikabinėja"
13510,"."
13511,"būti"
13512,"geidžiami"
13513,","
13514,"meilės"
13515,"vertą"
13516,"?"
13517,"te"
13518,"tylisi"
13519,"ties"
13520,"veidu"
13521,"tavu"
13522,","
13523,"saldžiausioji"
13524,"meile"
13525,"mana"
13526,","
13527,"dangūs"
13528,"ir"
13529,"žemės"
13530,"ir"
13531,"visas"
13532,"švankumas"
13533,"jų"
13534,"."
13535,"nesa"
13536,"ką"
13537,"norint"
13538,"jie"
13539,"savimpi"
13540,"turi"
13541,","
13542,"garbėspi"
13543,"ir"
13544,"švankumopi"
13545,"vardo"
13546,"tavo"
13547,"niekad"
13548,"ne"
13549,"prieis"
13550,","
13551,"kurio"
13552,"išminties"
13553,"skaičiaus"
13554,"nėra"
13555,"-"
13556,"tau"
13557,"garba"
13558,"ir"
13559,"liaupsė"
13560,"su"
13561,"Dievu"
13562,"tėvu"
13563,"ir"
13564,"su"
13565,"dvasia"
13566,"šventa"
13567,"te"
13568,"esi"
13569,"ant"
13570,"amžių"
13571,"."
13572,"amen"
13573,"."
13574,"malda"
13575,"trečia"
13576,"kuri"
13577,"teipajeg"
13578,"gali"
13579,"būti"
13580,"bylota"
13581,"pirm"
13582,"priėmimo"
13583,"kūno"
13584,"Viešpaties"
13585,"."
13586,"o"
13587,"saldžiausias"
13588,"ir"
13589,"maloniausias"
13590,"Viešpatie"
13591,","
13592,"kurio"
13593,"noriu"
13594,","
13595,"priimti"
13596,","
13597,"tu"
13598,"žinai"
13599,"silpnybę"
13600,"maną"
13601,","
13602,"ir"
13603,"reikalą"
13604,"kurį"
13605,"kenčiu"
13606,"-"
13607,"kaip"
13608,"didėse"
13609,"piktybėse"
13610,"gražumas"
13611,"."
13612,","
13613,"ir"
13614,"pražengimuose"
13615,"guliu"
13616,","
13617,"kaip"
13618,"tankiai"
13619,"esmi"
13620,"apsunkintas"
13621,","
13622,"gundytas"
13623,","
13624,"apmaišytas"
13625,","
13626,"ir"
13627,"subjaurintas"
13628,"."
13629,"vaisto"
13630,"tavęspi"
13631,"ateimi"
13632,","
13633,"palinksminimo"
13634,","
13635,"ir"
13636,"pašalpos"
13637,"prašau"
13638,","
13639,"topi"
13640,","
13641,"kuris"
13642,"visus"
13643,"daiktus"
13644,"žino"
13645,"bylau,byloju"
13646,"-"
13647,"kuriam"
13648,"ir"
13649,"reiškūs"
13650,"visi"
13651,"viduriai"
13652,"mano"
13653,"-"
13654,"ir"
13655,"kuris"
13656,"mane"
13657,"pats"
13658,"gali"
13659,"tobulai"
13660,"palinksminti"
13661,","
13662,"ir"
13663,"man"
13664,"padėti"
13665,"."
13666,"tu"
13667,"žinai"
13668,"kurių"
13669,"turtų"
13670,"privalau"
13671,"ant"
13672,"viso"
13673,","
13674,"ir"
13675,"kaip"
13676,"nugrynęs"
13677,"gamtose"
13678,"."
13679,"šitai"
13680,"rodžiuosi"
13681,"tau"
13682,"nugrynusiu"
13683,"ir"
13684,"nuogu"
13685,","
13686,"malonės"
13687,"geisdamas"
13688,","
13689,"ir"
13690,"susimylimo"
13691,"žadindamas"
13692,"."
13693,"papenėk"
13694,"mane"
13695,"alkaną"
13696,"elgetą"
13697,"tavą"
13698,","
13699,"įkaitink"
13700,"šaltį"
13701,"mano"
13702,"ugnimi"
13703,"meilės"
13704,"tavos"
13705,","
13706,"apžiebk"
13707,"aklatį"
13708,"maną"
13709,"žibėjimu"
13710,"tavo"
13711,"atėjimo"
13712,"."
13713,"įsčios"
13714,"."
13715,"cnatose"
13716,"-"
13717,"apgręžk"
13718,"man"
13719,"visus"
13720,"žemės"
13721,"daiktus"
13722,"į"
13723,"gi"
13724,"kartumą"
13725,","
13726,"visus"
13727,"sunkius"
13728,","
13729,"ir"
13730,"priešus"
13731,","
13732,"į"
13733,"gi"
13734,"kantrumą"
13735,","
13736,"visus"
13737,"žeminius"
13738,"daiktus"
13739,"ir"
13740,"sutvertus"
13741,","
13742,"į"
13743,"gi"
13744,"paniekinimą"
13745,","
13746,"ir"
13747,"užmiršimą"
13748,"-"
13749,"iškelk"
13750,"gi"
13751,"širdį"
13752,"maną"
13753,"tavęspi"
13754,"dangun"
13755,","
13756,"ir"
13757,"ne"
13758,"perleisk"
13759,"gi"
13760,"man"
13761,"daužytis"
13762,"ant"
13763,"žemės"
13764,"."
13765,"tu"
13766,"pats"
13767,"jau"
13768,"nuo"
13769,"gi"
13770,"to"
13771,"karto"
13772,"pradėk"
13773,"man"
13774,"saldumi"
13775,"būti"
13776,"ant"
13777,"amžių"
13778,"-"
13779,"nes"
13780,"tu"
13781,"pats"
13782,"penas"
13783,","
13784,"ir"
13785,"gėrimas"
13786,"manas"
13787,","
13788,"meilė"
13789,"ir"
13790,"linksmybė"
13791,"mano"
13792,","
13793,"saldybė"
13794,"ir"
13795,"visa"
13796,"gera"
13797,"mano"
13798,"."
13799,"Dieve"
13800,"idant"
13801,"mane"
13802,"tobulai"
13803,"savu"
13804,"atėjimu"
13805,"įkaitintumbei,įkaitintumei"
13806,"ir"
13807,"į"
13808,"gi"
13809,"save"
13810,"atmainytumbei,atmainytumei"
13811,","
13812,"idant"
13813,"tapčiau"
13814,"su"
13815,"tavimi"
13816,"viena"
13817,"dvasia"
13818,","
13819,"ir"
13820,"tai"
13821,"per"
13822,"malonę"
13823,"vidurėjo"
13824,"suvieninimo"
13825,","
13826,"ir"
13827,"sutirpymą"
13828,"valgymas"
13829,"."
13830,"degančios"
13831,"meilės"
13832,"ne"
13833,"duok"
13834,"gi"
13835,"man"
13836,"tuščiu"
13837,","
13838,"ir"
13839,"išdžiūvusiu"
13840,"nuo"
13841,"gi"
13842,"savęs"
13843,"atstoti"
13844,","
13845,"bet"
13846,"daryk"
13847,"su"
13848,"manimi"
13849,","
13850,"mielaširdingoje"
13851,"malonėje"
13852,","
13853,"kaip"
13854,"dažnai"
13855,"darei"
13856,"su"
13857,"šventaisiais"
13858,"tavais"
13859,","
13860,"stebuklingai"
13861,"."
13862,"ir"
13863,"koksai"
13864,"gi"
13865,"tai"
13866,"turėtų"
13867,"būti"
13868,"do"
13869,"stebuklas"
13870,","
13871,"jei"
13872,"visas"
13873,"iš"
13874,"tavęs"
13875,"užsidegčiau"
13876,","
13877,"o"
13878,"pats"
13879,"savimpi"
13880,"apiblėsčiau"
13881,"?"
13882,"kadangi"
13883,"tu"
13884,"esi"
13885,"ugnimi"
13886,","
13887,"visados"
13888,"degančia"
13889,","
13890,"o"
13891,"niekad"
13892,"ne"
13893,"užblėstančia"
13894,","
13895,"ir"
13896,"meile"
13897,"širdis"
13898,"apčystijančia"
13899,","
13900,"o"
13901,"išmintį"
13902,"apžiebiančia"
13903,"."
13904,"kuris"
13905,"gyveni"
13906,","
13907,"ir"
13908,"karaliauji"
13909,"Dievas"
13910,"ant"
13911,"amžių"
13912,"."
13913,"amen"
13914,"."
13915,"dėkavojimas"
13916,"paskui"
13917,"priėmimą"
13918,"kūno"
13919,"Dievo"
13920,"."
13921,"laizdančios"
13922,"."
13923,"Viešpatie"
13924,"ne"
13925,"išmestuojamosios"
13926,"gerybės"
13927,","
13928,"kas"
13929,"yra"
13930,"žmogus"
13931,","
13932,"jog"
13933,"taip"
13934,"atmeni"
13935,"jį"
13936,","
13937,"kaip"
13938,"aš"
13939,"šią"
13940,"dieną"
13941,"nusidėjęsis"
13942,","
13943,"ir"
13944,"nevertas"
13945,"pats"
13946,"savipi"
13947,"prityriau"
13948,"?"
13949,"už"
13950,"didį"
13951,"tai"
13952,"gero"
13953,"padarymą"
13954,"galėtų"
13955,"būti"
13956,"priskaityta"
13957,","
13958,"idant"
13959,"tu"
13960,"Viešpatie"
13961,"majestoto"
13962,","
13963,"vieną"
13964,"kartą"
13965,"apie"
13966,"nusidėjusį"
13967,"žmogų"
13968,"padūmotumbei,padūmotumei"
13969,","
13970,"arba"
13971,"tiktai"
13972,"jo"
13973,"pasigestumbei,pasigestumei"
13974,","
13975,"o"
13976,"nū"
13977,"Viešpatie"
13978,"pats"
13979,"šitą"
13980,"nusidėjusį"
13981,"palinksminti"
13982,","
13983,"ir"
13984,"į"
13985,"gi"
13986,"kiželę"
13987,"jo"
13988,"su"
13989,"majestetu"
13990,"tavu"
13991,"ateiti"
13992,"teikeisi"
13993,"."
13994,"teikeisi"
13995,"sergantį"
13996,"ir"
13997,"ne"
13998,"galintį"
13999,"atlankyti"
14000,","
14001,"ligonį"
14002,"išgydyti"
14003,","
14004,"išalkusį"
14005,"ėdesiu"
14006,"kūno"
14007,"ir"
14008,"kraujo"
14009,"tavo"
14010,"švenčiausio"
14011,"papenėti"
14012,"-"
14013,"alpstantį"
14014,"atgeivinti"
14015,","
14016,"idant"
14017,"neapilstų"
14018,"peregrinavojime"
14019,"gyvatos"
14020,"psalm."
14021,"8"
14022,"."
14023,"."
14024,"trobeles"
14025,"."
14026,"gaištantį"
14027,"."
14028,"keliavime"
14029,"."
14030,"psa"
14031,"***"
14032,"savos"
14033,","
14034,"bet"
14035,"iškaktų"
14036,","
14037,"net"
14038,"ik"
14039,"butai"
14040,"tavai"
14041,"."
14042,"liaupsink"
14043,"dūšia"
14044,"mano"
14045,"Viešpatį"
14046,","
14047,"ir"
14048,"visa"
14049,"kas"
14050,"manimpi"
14051,"yra"
14052,"šventą"
14053,"vardą"
14054,"jo"
14055,"."
14056,"liaupsink"
14057,"tuointimpos"
14058,","
14059,"ir"
14060,"ne"
14061,"užmiršk"
14062,"visų"
14063,"gerybių"
14064,"jo"
14065,"."
14066,"liaupsinkite"
14067,"su"
14068,"manimi"
14069,"visi"
14070,"angelai"
14071,","
14072,"dangus"
14073,","
14074,"ir"
14075,"žemę"
14076,"ir"
14077,"visa"
14078,"kas"
14079,"juose"
14080,"yra"
14081,","
14082,"taip"
14083,"susimilstantį"
14084,","
14085,"ir"
14086,"geranorį"
14087,"Viešpatį"
14088,"savą"
14089,"."
14090,"o"
14091,"jog"
14092,"mane"
14093,"Viešpatie"
14094,"tuo"
14095,"atlankymu"
14096,"taip"
14097,"pagerbti"
14098,"teikeisi"
14099,","
14100,"meldžiu"
14101,"nužemintai"
14102,","
14103,"teikis"
14104,"man"
14105,"duoti"
14106,"malonę"
14107,","
14108,"idant"
14109,"paskui"
14110,"to"
14111,"ne"
14112,"meilingumu"
14113,","
14114,"ir"
14115,"gyvata"
14116,"piktąja"
14117,"galvokarto"
14118,"ne"
14119,"padaryčiau"
14120,"taip"
14121,"labai"
14122,"dovanai"
14123,"tavai"
14124,"."
14125,"tu"
14126,"niekad"
14127,"nedavei"
14128,"garbės"
14129,"niekam"
14130,"be"
14131,"malonės"
14132,","
14133,"kuri"
14134,"galėtų"
14135,"ją"
14136,"išsaugoti"
14137,"."
14138,"taip"
14139,"visados"
14140,"."
14141,"didei"
14142,"."
14143,"česties"
14144,"."
14145,"visados"
14146,"darei"
14147,","
14148,"ant"
14149,"visokios"
14150,"vietos"
14151,","
14152,"kurion"
14153,"įeiti"
14154,"teikeisi"
14155,"."
14156,"įėjai"
14157,"į"
14158,"gi"
14159,"įsčią"
14160,"mergos"
14161,"švenčiausios"
14162,"motinos"
14163,"tavos"
14164,","
14165,"o"
14166,"tuo"
14167,"kaip"
14168,"ją"
14169,"iškėlei"
14170,"ne"
14171,"išbylomospi"
14172,"garbėspi"
14173,","
14174,"taip"
14175,"jog"
14176,"jei"
14177,"davei"
14178,"ne"
14179,"išbylomą"
14180,"malonę"
14181,","
14182,"ant"
14183,"užsaugojimo"
14184,"jos"
14185,"."
14186,"įėjai"
14187,"į"
14188,"gi"
14189,"tą"
14190,"pasaulį"
14191,"gyventų"
14192,"su"
14193,"žmonėmis"
14194,","
14195,"o"
14196,"taipo"
14197,"kaip"
14198,"jį"
14199,"pašvankinai"
14200,","
14201,"tavu"
14202,"atėjimu"
14203,","
14204,"taip"
14205,"jį"
14206,"malone"
14207,"tava"
14208,"atnaujinai"
14209,","
14210,"ir"
14211,"apžiebei"
14212,"."
14213,"įėjai"
14214,"paskui"
14215,"to"
14216,"į"
14217,"gi"
14218,"pragarą"
14219,","
14220,"ir"
14221,"iš"
14222,"tojo"
14223,"pragaro"
14224,"padarei"
14225,"rojų"
14226,","
14227,"palaiminęs"
14228,"tavo"
14229,"liaupse"
14230,"anuos"
14231,","
14232,"kuriuos"
14233,"atlankymu"
14234,"tavu"
14235,"pagerbti"
14236,"teikeisi"
14237,"."
14238,"ant"
14239,"galo"
14240,"kad"
14241,"skrynia"
14242,"testamento"
14243,","
14244,"kuri"
14245,"buvo"
14246,"figūra"
14247,"to"
14248,"sakramento"
14249,"įėjo"
14250,"į"
14251,"gi"
14252,"namus"
14253,"."
14254,"Obededomo"
14255,","
14256,"tuojau"
14257,"daugsinai"
14258,"."
14259,"į"
14260,"gi"
14261,"peklą"
14262,"."
14263,"."
14264,"Kar,Rg"
14265,"6"
14266,"."
14267,"atsiuntei"
14268,","
14269,"ir"
14270,"ant"
14271,"jo"
14272,","
14273,"ir"
14274,"ant"
14275,"viso"
14276,"turto"
14277,"jo"
14278,","
14279,"palaiminimą"
14280,"tavo"
14281,","
14282,"užmokėdamas"
14283,"taip"
14284,"duosna"
14285,","
14286,"ir"
14287,"didžture"
14288,"ranka"
14289,"tava"
14290,","
14291,"padvariją"
14292,","
14293,"kurią"
14294,"jampi"
14295,"teikeisi"
14296,"turėti"
14297,"."
14298,"o"
14299,"jog"
14300,"Viešpatie"
14301,"norėjai"
14302,"vėl"
14303,"ateiti"
14304,"į"
14305,"gi"
14306,"tuos"
14307,"grynus"
14308,"namus"
14309,"mano"
14310,"ir"
14311,"juose"
14312,"stovėti"
14313,","
14314,"pradėk"
14315,"laiminti"
14316,"namus"
14317,"tarno"
14318,"tavo"
14319,","
14320,"ir"
14321,"duok"
14322,"man"
14323,"būdą"
14324,","
14325,"kuriuo"
14326,"aš"
14327,"galėčiau"
14328,"būti"
14329,"meilingu"
14330,"to"
14331,"pagerbimo"
14332,","
14333,"darydamas"
14334,"vertą"
14335,"padvariją"
14336,"tavo"
14337,"."
14338,"tu"
14339,"norėjai"
14340,"idant"
14341,"aš"
14342,"būčiau"
14343,"anuo"
14344,"grabu"
14345,"šventuoju"
14346,","
14347,"kuriame"
14348,"kūnas"
14349,"tavo"
14350,"šventas"
14351,"būtų"
14352,"padėtas"
14353,"."
14354,"teikis"
14355,"gi"
14356,"duoti"
14357,"ir"
14358,"man"
14359,"anuos"
14360,"visus"
14361,"pritaisymus"
14362,","
14363,"kuriuos"
14364,"turėjo"
14365,"anas"
14366,"grabas"
14367,","
14368,"idant"
14369,"galėčiau"
14370,"būti"
14371,"tuo"
14372,","
14373,"kuo"
14374,"mane"
14375,"teikeisi"
14376,"aprinkti"
14377,"."
14378,"duok"
14379,"man"
14380,"aną"
14381,"drūtybę"
14382,"uolos"
14383,","
14384,"ir"
14385,"aną"
14386,"paklodę"
14387,"nusižeminimo"
14388,","
14389,"ir"
14390,"aną"
14391,"mirą"
14392,"numarinimo"
14393,","
14394,"kuria"
14395,"aš"
14396,"nusimirčiau"
14397,"geiduliams"
14398,","
14399,"ir"
14400,"valiai"
14401,"manai"
14402,","
14403,"o"
14404,"tau"
14405,"gyvenčiau"
14406,"."
14407,"tu"
14408,"norėjai"
14409,"idant"
14410,"būčiau"
14411,"kaip"
14412,"skrynia"
14413,"testamento"
14414,","
14415,"kurioje"
14416,"tu"
14417,"gyventumbei,gyventumei"
14418,"-"
14419,"teikis"
14420,"man"
14421,"duoti"
14422,"malonę"
14423,","
14424,"jog"
14425,"kaip"
14426,"anoje"
14427,"skrynioje"
14428,"ne"
14429,"buvo"
14430,"daiktas"
14431,"brangesnis"
14432,","
14433,"tiktai"
14434,"toblyčios"
14435,"prisakymo"
14436,"Dievo"
14437,","
14438,"idant"
14439,"taip"
14440,"viduryje"
14441,"širdies"
14442,"mano"
14443,","
14444,"ne"
14445,"būtų"
14446,"kita"
14447,"dūma"
14448,","
14449,"nei"
14450,"noras"
14451,","
14452,"tiktai"
14453,"tavopi"
14454,"šventopi"
14455,"prisakymopi"
14456,"."
14457,"tu"
14458,"norėjai"
14459,"tai"
14460,"manimpi"
14461,"padaryti"
14462,","
14463,"idant"
14464,"pažinčiau"
14465,"tame"
14466,"sakramente"
14467,","
14468,"jog"
14469,"tu"
14470,"esi"
14471,"Viešpatis"
14472,"ir"
14473,"tėvas"
14474,"manas"
14475,","
14476,"kadangi"
14477,"su"
14478,"manimi"
14479,"taip"
14480,"teikeisi"
14481,"laikytis"
14482,"prastyrią"
14483,"."
14484,"Dt,Įst"
14485,"."
14486,"10"
14487,"."
14488,","
14489,"kaip"
14490,"tėvas"
14491,"su"
14492,"sūnumi"
14493,"laikosi"
14494,","
14495,"o"
14496,"su"
14497,"sūnumi"
14498,"bingusiai"
14499,"mylimu"
14500,"."
14501,"duok"
14502,"gi"
14503,"man"
14504,"tą"
14505,"malonę"
14506,","
14507,"idant"
14508,"aš"
14509,"galėčiau"
14510,"būti"
14511,"meilingu"
14512,"tos"
14513,"gerybės"
14514,","
14515,"mylėdamas"
14516,"tave"
14517,","
14518,"ne"
14519,"tiktai"
14520,"stipra"
14521,"meile"
14522,","
14523,"bet"
14524,"vėl"
14525,"meile"
14526,"taip"
14527,"karšta"
14528,","
14529,"idant"
14530,"visos"
14531,"įsčios"
14532,"mano"
14533,"degtų"
14534,"mylėjimu"
14535,"tavo"
14536,"-"
14537,"o"
14538,"atminimas"
14539,"pats"
14540,","
14541,"saldaus"
14542,"vardo"
14543,"tavo"
14544,","
14545,"galėtų"
14546,"įmankštinti"
14547,","
14548,"ir"
14549,"suimti"
14550,"širdį"
14551,"maną"
14552,"."
14553,"teikis"
14554,"man"
14555,"vėl"
14556,"duoti"
14557,"prieš"
14558,"tave"
14559,"dvasią"
14560,"ir"
14561,"širdį"
14562,"sūnaus"
14563,","
14564,"kuri"
14565,"yra"
14566,"dvasia"
14567,"paklusnumo"
14568,","
14569,"ir"
14570,"viežlyvumo"
14571,","
14572,"ir"
14573,"meilės"
14574,","
14575,"ir"
14576,"duksėjimo"
14577,","
14578,"idant"
14579,"visuose"
14580,"mano"
14581,","
14582,"pritikimuose"
14583,","
14584,"ir"
14585,"sunkybėse"
14586,"veikiau"
14587,"tavęspi"
14588,"tekėčiau"
14589,","
14590,"su"
14591,"tokiu"
14592,"drąsumu"
14593,","
14594,"ir"
14595,"duksėjimu"
14596,","
14597,"kaip"
14598,"pasitenka"
14599,"sūnus"
14600,"ištikimasis"
14601,"tėvopi"
14602,"kurį"
14603,"labai"
14604,"myli"
14605,"."
14606,"ant"
14607,"to"
14608,","
14609,"norėjai"
14610,"atidengti"
14611,"dūšiai"
14612,"manai"
14613,","
14614,"tame"
14615,"sakramente"
14616,"meile"
14617,"apžieduotinio"
14618,"apžieduotinėspi"
14619,","
14620,"ir"
14621,"tokiu"
14622,"man"
14623,"pasirodyti"
14624,"."
14625,"teikis"
14626,"tada"
14627,"duoti"
14628,","
14629,"Viešpatie"
14630,"tąją"
14631,"gi"
14632,"širdį"
14633,"prieš"
14634,"tave"
14635,","
14636,"idant"
14637,"tave"
14638,"taip"
14639,"mylėčiau"
14640,"meile"
14641,"ištikimąja"
14642,","
14643,"meile"
14644,"tikrąja"
14645,","
14646,"meile"
14647,"gražiąja"
14648,","
14649,"meile"
14650,"didžiąja"
14651,","
14652,"ir"
14653,"meile"
14654,"taip"
14655,"stipria"
14656,","
14657,"idant"
14658,"manęs"
14659,"nei"
14660,"vienas"
14661,"daiktas"
14662,"atitolinti"
14663,"nuo"
14664,"gi"
14665,"tavęs"
14666,"ne"
14667,"galėtų"
14668,"."
14669,"saldžiausiasis"
14670,"apžieduotini"
14671,"dūšios"
14672,"manos"
14673,","
14674,"teikis"
14675,"ištiesti"
14676,"saldžiąsias"
14677,","
14678,"ir"
14679,"mieląsias"
14680,"rankas"
14681,"tavas"
14682,","
14683,"o"
14684,"teikis"
14685,"ją"
14686,"taip"
14687,"apkabinti"
14688,","
14689,"ir"
14690,"savęspi"
14691,"priimti"
14692,","
14693,"idant"
14694,"nei"
14695,"gyvatoje"
14696,","
14697,"nei"
14698,"numirime"
14699,"nuo"
14700,"gi"
14701,"tavęs"
14702,"ne"
14703,"galėtų"
14704,"būti"
14705,"atskirta"
14706,"."
14707,"nesa"
14708,"aš"
14709,"tavipi"
14710,"gyvenu"
14711,","
14712,"o"
14713,"savipi"
14714,"mirštu"
14715,"-"
14716,"tavipi"
14717,"patenku"
14718,","
14719,"o"
14720,"savipi"
14721,"prašokstu"
14722,","
14723,"kaip"
14724,"prašoksta"
14725,"niekaniekė"
14726,"."
14727,"ir"
14728,"jog"
14729,"atėjai"
14730,"švenčiausiame"
14731,"sakramente"
14732,"į"
14733,"gi"
14734,"šitą"
14735,"padvariją"
14736,","
14737,"meldžiu"
14738,"ne"
14739,"atstok"
14740,"saldžiausias"
14741,"Jėzau"
14742,","
14743,"ir"
14744,"teikis"
14745,"su"
14746,"manimi"
14747,"liktis"
14748,"-"
14749,"nesa"
14750,"jau"
14751,"vakaras"
14752,"artinasi"
14753,","
14754,"o"
14755,"jau"
14756,"diena"
14757,"atstoja"
14758,","
14759,"naktis"
14760,"skubinasi"
14761,","
14762,"ir"
14763,"ne"
14764,"viena"
14765,"naktis"
14766,","
14767,"bet"
14768,"jų"
14769,"daug"
14770,","
14771,"tai"
14772,"esti"
14773,"-"
14774,"naktis"
14775,"giltinės"
14776,","
14777,"ir"
14778,"to"
14779,"pasaulio"
14780,"-"
14781,"ir"
14782,"nuodėmės"
14783,","
14784,"ir"
14785,"priespaudos"
14786,","
14787,"ir"
14788,"pagundos"
14789,","
14790,"ir"
14791,"apleidimo"
14792,","
14793,"ir"
14794,"atstojimo"
14795,"malonės"
14796,"tavos"
14797,"-"
14798,"visos"
14799,"tos"
14800,"naktys"
14801,"ateiti"
14802,","
14803,"idant"
14804,"ant"
14805,"mūsų"
14806,"užgriūtų"
14807,"ir"
14808,"mus"
14809,"užslėgtų"
14810,"."
